<:GIN:>,Response=<:MAP:>,infra.grpc.handler,GetLatestMailChannelOrderByHashCode: get empty mail channel order,RecordThirdPartyCost,send by <:*:> OrderID=<:SEQ:> <:traceID:> <:transactionID:> <:spanID:>,begin Consume call,deal<:SmsCallback:>,receive <:*:>,dealSmsCallback complete <:callback:>,no need process continue:<:SEQ:> I STATUS c:true in:<:NUM:> target:<:NUM:> type:int64 CH VERSION <:*:> <:*:> <:*:> type:string,PushSmsOrderResult: <:result:>,getAppSmsLimit <:*:> not exist,not find dictionary type=<:NUM:>,scCallBack receive <:request:>,UpdateWeChatLog UpdateWeChatStatus msgID=<:NUM:> code=<:NUM:> <:detail:>,WeChatMsg Send WechatMsg <:*:> <:*:> <:overLimit:>,send by <:*:> OrderID=<:SEQ:>,<:dealMailCallback:>,dealMailCallback complete <:callback:>,sanZi <:*:> return <:*:> <:traceID:> <:transactionID:> <:spanID:>,PushMailSendResult: <:result:>,scCallBack DealCallBack <:event:>,begin <:*:>,use preferred orderID=<:SEQ:> <:channel:>,SendMailTask success,SendMail cast=<:NUM:> Ms,saveChannelOrder orderID=<:SEQ:>,SendWeChatMsg <:*:>,uCloud <:*:> callback return <:*:> <:traceID:> <:transactionID:> <:spanID:>,syncSmsChannel: m.doSyncSmsChannel: sms <:channel:>,<:NUM:> <:*:>,load <:*:> config ok,dealSmsCallback dealSmsCallbackRetry <:order:>,juhe sendSms <:rs:>,resetApproveCallbackTask taskID=<:SEQ:>,ykmsymsg <:*:> start kms,syncSmsStatusCode: m.doSyncSmsStatusCode: sms <:status:>,version,ykms addr: ykms://ymsg@<:IP:>:<:NUM:>,waiting task controller finished,task controller finished,dao close finished,<:ChineseInfo:>,msg,timestamp,unknown
1027,1009,65,0,90,30,72,31,31,31,60,29,8,71,31,46,43,44,19,19,1,19,19,12,12,12,12,12,23,9,5,9,6,2,0,0,2,1,1,1,1,2,1,1,49,2023-09-08 15:42:46,9
979,946,102,5,108,50,108,60,60,60,90,52,28,45,41,33,31,75,23,23,7,23,23,18,18,18,18,18,7,7,5,9,6,7,3,0,2,1,1,1,1,2,1,0,36,2023-09-08 15:44:46,4
1076,1050,1390,922,198,39,90,37,37,37,75,35,15,30,36,141,30,56,21,21,3,21,21,15,15,15,15,15,8,10,5,0,0,2,0,0,0,1,0,0,0,0,0,2,141,2023-09-08 15:46:46,129
1005,979,1027,939,107,38,156,38,38,38,130,36,14,56,58,40,39,67,32,32,2,32,32,26,26,26,26,26,16,13,5,8,6,2,2,2,2,0,1,1,1,2,1,0,43,2023-09-08 15:48:46,5
1016,982,1256,863,115,62,138,64,64,64,115,60,29,30,48,26,24,89,28,28,1,29,24,23,23,23,23,23,10,14,5,9,6,4,2,0,2,1,1,1,1,2,1,1,29,2023-09-08 15:50:46,15
1036,1008,967,867,111,55,126,65,65,65,105,59,27,71,43,29,28,82,25,25,4,24,23,21,21,21,21,21,5,12,5,9,6,6,1,0,2,1,1,1,1,2,1,0,32,2023-09-08 15:52:46,4
967,936,965,866,105,54,78,51,53,51,65,48,22,30,26,37,35,68,13,13,2,13,13,13,13,13,13,13,5,6,5,0,0,1,4,0,0,1,0,0,0,0,0,3,37,2023-09-08 15:54:46,4
1056,1031,1228,868,84,40,78,47,48,47,65,46,11,45,26,30,21,54,13,13,0,13,13,13,13,13,13,13,5,6,5,8,6,1,2,0,2,1,1,1,1,2,1,1,33,2023-09-08 15:56:46,11
955,937,936,876,68,29,77,38,38,38,64,37,7,56,28,25,25,43,15,15,0,15,15,13,13,13,13,13,7,9,5,8,6,1,1,0,2,0,1,1,1,2,1,0,28,2023-09-08 15:58:46,5
1043,981,1220,864,127,55,109,86,85,86,91,54,31,30,34,41,40,86,18,18,28,18,17,18,18,18,17,17,16,15,5,9,6,8,1,0,2,1,1,1,1,2,1,2,45,2023-09-08 16:00:46,23
1044,1013,1076,919,141,57,110,62,61,62,91,60,27,56,39,63,62,78,21,21,4,21,20,19,19,19,19,19,20,12,5,0,0,2,0,0,0,1,0,0,0,0,0,2,63,2023-09-08 16:02:46,13
1005,972,983,859,129,57,176,54,54,54,145,52,12,45,67,40,40,89,40,40,1,40,36,31,31,31,31,31,4,6,5,8,6,1,2,0,2,1,1,1,1,2,1,1,43,2023-09-08 16:04:46,11
1106,1076,1280,890,126,57,128,68,68,68,109,54,49,45,64,36,36,90,50,50,0,50,45,19,19,19,19,19,4,10,5,9,6,14,0,0,2,1,1,1,1,2,1,0,39,2023-09-08 16:06:46,14
985,960,1066,952,125,67,150,69,69,69,125,67,27,56,67,30,30,95,39,39,3,40,40,25,25,25,25,25,11,7,5,8,6,3,1,0,2,0,1,1,1,2,1,0,33,2023-09-08 16:08:46,5
1043,998,1442,1012,197,112,138,138,138,138,115,102,118,15,39,26,26,171,27,27,7,26,21,23,23,23,20,20,9,7,5,0,0,36,2,0,0,1,0,0,0,0,0,3,26,2023-09-08 16:10:46,31
1068,1030,582,469,130,64,150,61,62,61,125,61,12,71,53,41,41,89,29,29,2,29,28,25,25,25,25,25,19,13,5,8,6,0,2,0,2,1,1,1,1,2,1,1,44,2023-09-08 16:12:46,8
994,970,96,0,116,44,114,48,49,48,95,47,18,45,44,52,52,64,25,25,0,25,25,19,19,19,19,19,24,11,5,3,6,1,1,0,2,1,1,1,1,2,1,1,55,2023-09-08 16:14:46,2
1074,1050,366,0,111,45,72,47,47,47,60,43,27,45,26,50,50,61,14,14,3,14,14,12,12,12,12,12,23,7,5,8,6,4,0,0,2,1,1,1,1,2,1,0,53,2023-09-08 16:16:46,2
1006,971,114,0,132,57,168,62,63,62,140,59,24,41,59,44,44,88,37,37,1,37,33,28,28,28,25,25,16,11,5,0,0,3,2,0,0,0,0,0,0,0,0,1,44,2023-09-08 16:18:46,8
1015,987,382,0,124,51,90,59,60,59,75,50,34,30,49,49,48,75,35,35,2,35,35,15,15,15,15,15,15,10,5,8,6,9,2,0,2,1,1,1,1,2,1,0,52,2023-09-08 16:20:46,1
1084,1051,116,0,133,62,213,72,73,72,177,70,23,71,76,33,32,100,41,41,0,42,41,36,36,36,35,35,16,11,5,8,6,2,2,0,2,1,1,1,1,2,1,2,36,2023-09-08 16:22:46,4
1049,1032,112,5,114,36,243,33,33,33,203,33,12,45,116,38,38,76,77,77,0,76,76,40,40,40,40,40,9,3,5,8,6,0,3,0,2,1,1,1,1,2,1,0,41,2023-09-08 16:24:46,1
1117,1083,1336,935,131,53,186,63,64,63,155,60,30,30,69,43,41,87,38,38,4,38,38,31,31,31,31,31,11,10,5,0,0,3,2,1,0,1,0,0,0,0,0,1,43,2023-09-08 16:26:46,6
966,943,998,922,87,36,84,34,36,34,70,31,15,56,32,34,34,53,18,18,2,18,18,14,14,14,14,14,9,8,5,7,6,3,3,2,2,0,1,1,1,2,1,2,38,2023-09-08 16:28:46,9
1010,973,1251,850,132,70,124,77,79,77,102,66,53,30,44,29,28,103,24,24,7,24,24,22,22,22,22,22,6,14,5,9,6,11,2,2,2,1,1,1,1,2,1,1,32,2023-09-08 16:30:46,2
1047,1026,1010,897,142,55,133,56,55,56,108,53,27,71,38,59,57,83,21,21,1,21,21,25,25,25,25,25,25,7,5,8,6,3,1,2,2,1,1,1,1,2,1,0,62,2023-09-08 16:32:46,5
1002,979,955,870,102,42,121,50,50,50,105,49,19,30,60,43,39,59,34,34,2,34,34,16,16,16,16,16,17,10,5,0,0,1,0,2,0,1,0,0,0,0,0,0,45,2023-09-08 16:34:46,8
1086,1060,1219,851,96,40,123,47,47,47,102,46,14,45,50,34,32,62,29,29,1,29,29,21,21,21,21,21,9,10,5,9,6,1,3,2,2,1,1,1,1,2,1,0,37,2023-09-08 16:36:46,4
958,931,970,894,89,39,95,42,44,42,79,40,11,56,36,32,29,57,20,20,4,20,20,16,16,16,16,16,11,9,5,2,6,2,2,2,2,0,1,1,1,2,1,2,35,2023-09-08 16:38:46,5
1076,1036,1326,881,198,96,182,100,103,100,152,88,46,15,71,59,56,139,39,39,5,41,41,30,30,30,30,30,22,14,5,0,0,13,2,2,0,1,0,0,0,0,0,3,59,2023-09-08 16:40:46,13
1050,1014,1005,927,98,44,100,54,54,54,83,51,10,71,34,36,36,62,19,19,3,17,17,17,17,17,17,17,20,14,5,7,6,1,4,2,2,1,1,1,1,2,1,1,39,2023-09-08 16:42:46,5
984,963,965,875,99,41,118,40,41,40,99,38,19,45,55,37,36,62,37,37,1,37,36,19,19,19,19,19,7,10,5,9,6,2,1,2,2,1,1,1,1,2,1,0,40,2023-09-08 16:44:46,2
1062,1035,1252,873,107,48,108,55,53,55,90,49,13,45,44,37,37,70,27,27,4,27,26,18,18,18,18,18,7,9,5,9,6,4,1,2,2,1,1,1,1,2,1,0,40,2023-09-08 16:46:46,7
1022,990,1110,982,135,56,192,58,60,58,160,58,11,41,82,47,47,88,50,50,0,50,50,32,32,32,32,32,6,17,5,0,0,0,2,2,0,0,0,0,0,0,0,6,47,2023-09-08 16:48:46,9
1020,992,1414,1005,131,66,132,74,75,74,110,63,41,30,51,33,33,98,28,28,3,29,29,22,22,22,22,22,3,4,5,9,6,10,3,2,2,1,1,1,1,2,1,1,36,2023-09-08 16:50:46,2
1084,1052,534,404,156,69,192,68,69,68,160,61,25,71,73,48,46,108,42,42,3,41,41,32,32,32,32,32,20,12,5,9,6,7,2,2,2,1,1,1,1,2,1,1,54,2023-09-08 16:52:46,13
985,957,125,0,134,65,127,67,67,67,105,62,42,45,51,43,42,92,31,31,3,30,30,22,22,22,22,22,4,8,5,9,6,5,0,2,2,1,1,1,1,2,1,0,46,2023-09-08 16:54:46,5
1114,1088,372,0,96,39,178,48,48,48,149,48,11,30,69,27,27,68,37,37,1,39,39,29,29,29,29,29,8,12,5,0,0,0,3,2,0,1,0,0,0,0,0,0,27,2023-09-08 16:56:46,1
966,938,99,0,108,60,103,63,64,63,86,60,24,56,34,28,28,80,18,18,2,17,17,17,17,17,17,17,9,15,5,7,6,3,1,2,2,0,1,1,1,2,1,1,31,2023-09-08 16:58:46,4
1057,1017,391,0,132,46,138,66,64,66,115,42,26,30,51,52,45,80,29,29,21,29,28,23,23,23,23,23,18,4,5,9,6,6,1,0,2,1,1,1,1,2,1,0,56,2023-09-08 17:00:46,39
1086,1056,134,0,147,49,192,53,55,53,160,51,17,71,77,64,63,83,46,46,2,46,45,32,32,32,32,32,20,9,5,9,6,2,2,0,2,1,1,1,1,2,1,2,67,2023-09-08 17:02:46,8
959,928,79,6,80,46,48,49,50,49,40,48,14,30,16,21,21,58,9,9,1,9,8,8,8,8,8,8,6,14,5,0,0,0,4,0,0,1,0,0,0,0,0,2,21,2023-09-08 17:04:46,13
1046,1018,1296,937,91,47,66,45,45,45,55,44,22,45,22,32,32,59,17,17,4,17,11,11,11,11,11,11,12,11,5,7,6,1,0,2,2,1,1,1,1,2,1,4,35,2023-09-08 17:06:46,13
1001,973,1041,947,104,46,150,43,45,43,125,42,16,56,58,32,32,72,35,35,2,35,33,25,25,25,25,25,9,7,5,7,6,1,3,2,2,0,1,1,1,2,1,2,35,2023-09-08 17:08:46,8
1179,1133,1302,878,150,56,400,55,55,55,333,48,27,30,187,19,18,131,133,133,4,133,120,67,67,67,67,67,2,18,5,9,6,8,1,2,2,1,1,1,1,2,1,0,22,2023-09-08 17:10:46,24
1081,1041,1012,897,132,53,188,72,73,72,157,70,14,56,68,46,44,86,45,45,0,45,37,31,31,31,31,31,15,9,5,0,0,2,3,2,0,1,0,0,0,0,0,1,46,2023-09-08 17:12:46,12
964,923,947,863,91,39,78,47,47,47,65,44,9,45,30,36,36,55,28,28,0,28,17,13,13,13,13,13,5,13,5,9,6,3,1,2,2,1,1,1,1,2,1,0,41,2023-09-08 17:14:46,19
1097,1062,1235,852,119,44,120,41,42,41,100,40,11,45,49,53,53,65,41,41,1,41,29,20,20,20,20,20,17,7,5,9,6,1,4,2,2,1,1,1,1,2,1,1,56,2023-09-08 17:16:46,14
1024,989,999,891,118,53,198,61,63,61,164,60,24,56,72,30,27,88,46,46,1,46,38,34,34,34,34,34,10,7,5,8,6,1,3,2,2,0,1,1,1,2,1,2,34,2023-09-08 17:18:46,16
1073,1036,1255,872,111,48,234,52,53,52,196,50,13,15,83,24,23,87,53,53,2,53,45,38,38,38,38,38,9,12,5,0,0,1,2,2,0,1,0,0,0,0,0,1,24,2023-09-08 17:20:46,15
1029,1012,1009,932,93,46,108,44,44,44,90,41,15,71,41,26,26,67,23,23,2,23,23,18,18,18,18,18,13,9,5,8,6,3,0,2,2,1,1,1,1,2,1,1,29,2023-09-08 17:22:46,4
972,935,1011,908,112,63,102,53,54,53,85,50,19,45,38,29,29,83,21,21,2,21,21,17,17,17,17,17,7,19,5,8,6,3,5,2,2,1,1,1,1,2,1,2,32,2023-09-08 17:24:46,7
1107,1080,1249,855,122,48,196,45,47,45,163,45,14,45,72,41,41,81,39,39,1,39,39,33,33,33,33,33,12,9,5,8,6,0,1,2,2,1,1,1,1,2,1,1,47,2023-09-08 17:26:46,6
1040,1003,1132,981,172,81,254,80,80,80,212,62,47,41,94,33,33,139,52,52,5,52,52,42,42,42,42,42,7,8,5,0,0,16,3,2,0,0,0,0,0,0,0,2,33,2023-09-08 17:28:46,8
1064,1024,1381,998,127,51,120,100,101,100,100,96,29,30,55,52,48,75,33,33,4,34,34,20,20,20,20,20,21,7,5,8,6,4,0,2,2,1,1,1,1,2,1,0,56,2023-09-08 17:30:46,8
1048,1022,478,356,137,55,164,59,58,59,136,54,29,71,58,48,48,89,32,32,1,31,31,28,28,28,28,28,14,11,5,9,6,5,0,2,2,1,1,1,1,2,1,0,51,2023-09-08 17:32:46,4
989,951,109,0,113,75,110,77,75,77,92,76,46,45,38,20,20,94,20,20,1,20,20,18,18,18,18,18,6,8,5,8,6,1,0,2,2,1,1,1,1,2,1,0,23,2023-09-08 17:34:46,6
1088,1055,370,0,106,52,104,60,61,60,87,56,22,30,37,31,30,74,20,20,1,20,20,17,17,17,17,17,12,15,5,0,0,4,1,2,0,1,0,0,0,0,0,1,31,2023-09-08 17:36:46,11
1009,971,103,0,117,63,148,63,64,63,123,61,14,56,54,29,29,88,29,29,2,29,29,25,25,25,25,25,15,18,5,9,6,0,5,2,2,0,1,1,1,2,1,2,32,2023-09-08 17:38:46,4
1043,978,452,0,190,124,114,122,130,122,95,113,25,30,40,36,36,154,21,21,2,22,22,19,19,19,19,19,10,14,5,6,6,10,7,2,2,1,1,1,1,2,1,8,39,2023-09-08 17:40:46,4
1103,1050,132,0,173,91,134,116,118,116,112,101,44,56,54,45,45,128,32,32,3,31,31,22,22,22,22,22,28,12,5,0,0,15,6,2,0,1,0,0,0,0,0,4,45,2023-09-08 17:42:46,6
994,958,117,6,123,64,126,70,75,70,105,65,19,45,47,33,33,90,26,26,2,26,26,21,21,21,21,21,7,4,5,8,6,5,4,2,2,1,1,1,1,2,1,5,36,2023-09-08 17:44:46,0
1092,1060,1316,929,114,64,148,69,70,69,123,69,11,45,51,25,25,89,26,26,1,26,26,25,25,25,25,25,8,9,5,7,6,0,2,2,2,1,1,1,1,2,1,2,28,2023-09-08 17:46:46,7
973,945,1039,945,106,47,116,47,47,47,97,45,21,56,44,38,38,68,25,25,3,25,25,19,19,19,19,19,15,12,5,7,6,2,0,2,2,0,1,1,1,2,1,0,41,2023-09-08 17:48:46,7
1010,989,1240,867,105,44,80,46,46,46,67,43,23,15,31,45,45,60,16,16,1,17,17,13,13,13,13,13,19,8,5,0,0,3,1,2,0,1,0,0,0,0,0,0,45,2023-09-08 17:50:46,3
1040,1014,959,886,95,45,88,53,53,53,73,49,20,71,28,31,31,64,15,15,5,14,14,15,15,15,15,15,17,7,5,8,6,4,1,0,2,1,1,1,1,2,1,0,34,2023-09-08 17:52:46,4
964,938,951,842,114,58,108,55,55,55,90,55,22,45,38,38,38,76,20,20,4,20,20,18,18,18,18,18,5,11,5,7,6,0,0,0,2,1,1,1,1,2,1,0,41,2023-09-08 17:54:46,6
1095,1062,1246,866,112,59,114,56,56,56,95,55,32,45,42,33,33,79,23,23,9,23,23,19,19,19,19,19,13,8,5,9,6,1,3,0,2,1,1,1,1,2,1,1,36,2023-09-08 17:56:46,17
990,966,984,875,118,48,148,45,45,45,123,45,21,41,60,46,45,73,35,35,1,35,35,25,25,25,25,25,12,9,5,0,0,0,1,0,0,0,0,0,0,0,0,0,46,2023-09-08 17:58:46,12
1264,1026,2166,864,1051,863,188,775,774,775,157,725,90,30,70,122,38,928,39,39,50,39,39,31,31,31,31,31,7,8,5,8,6,34,0,0,2,1,1,1,1,2,1,0,126,2023-09-08 18:00:46,110
1210,1090,1228,944,337,199,213,320,319,320,176,303,63,71,90,83,79,254,52,52,17,53,53,37,37,37,37,37,38,11,5,8,6,16,0,0,2,1,1,1,1,2,1,1,86,2023-09-08 18:02:46,17
1040,1003,1006,887,143,42,217,48,50,48,182,47,13,45,83,65,63,78,50,50,2,49,48,35,35,35,35,35,23,13,5,7,6,1,4,0,2,1,1,1,1,2,1,3,68,2023-09-08 18:04:46,13
1081,1061,1259,861,123,29,162,36,36,36,135,35,7,30,61,66,40,57,39,39,0,39,34,27,27,27,27,27,7,8,5,0,0,1,0,0,0,1,0,0,0,0,0,0,66,2023-09-08 18:06:46,31
996,977,1048,962,104,33,158,40,41,40,132,37,10,56,58,42,40,62,32,32,1,32,32,26,26,26,26,26,15,4,5,7,6,1,3,0,2,0,1,1,1,2,1,3,45,2023-09-08 18:08:46,7
1045,1021,1404,1004,138,37,144,35,34,35,120,34,16,30,61,74,53,64,37,37,3,37,37,24,24,24,24,24,18,9,5,9,6,2,0,0,2,1,1,1,1,2,1,0,77,2023-09-08 18:10:46,50
1082,1056,538,435,130,35,194,40,41,40,161,38,20,71,70,59,53,71,39,39,3,39,38,33,33,33,32,32,23,7,5,9,6,2,2,0,2,1,1,1,1,2,1,3,62,2023-09-08 18:12:46,16
1023,998,116,0,128,41,206,38,38,38,172,36,12,30,82,50,45,78,48,48,3,48,48,34,34,34,34,34,14,9,5,0,0,2,1,0,0,1,0,0,0,0,0,3,50,2023-09-08 18:14:46,21
1086,1059,376,0,103,35,158,45,46,45,132,44,13,45,58,41,41,62,32,32,4,32,32,26,26,26,26,26,11,8,5,7,6,1,1,0,2,1,1,1,1,2,1,1,44,2023-09-08 18:16:46,1
988,972,79,0,93,36,132,35,35,35,110,34,15,56,56,34,33,59,35,35,0,35,34,22,22,22,22,22,14,8,5,8,6,1,1,0,2,0,1,1,1,2,1,0,37,2023-09-08 18:18:46,4
1010,988,365,0,96,53,96,57,58,57,80,50,38,30,37,19,15,77,22,22,3,22,21,16,16,16,16,16,5,6,5,8,6,7,1,0,2,1,1,1,1,2,1,0,22,2023-09-08 18:20:46,11
1027,1003,62,0,78,36,108,42,41,42,90,37,18,56,37,18,18,60,20,20,2,20,19,18,18,18,18,18,11,8,5,0,0,5,2,0,0,1,0,0,0,0,0,3,18,2023-09-08 18:22:46,8
951,929,73,5,79,31,90,36,35,36,75,32,20,45,32,30,30,49,17,17,3,17,17,15,15,15,15,15,8,5,5,9,6,3,0,0,2,1,1,1,1,2,1,2,33,2023-09-08 18:24:46,4
1072,1035,1425,948,213,58,60,60,60,60,50,55,29,45,21,139,27,74,12,12,4,12,11,10,10,10,10,10,12,15,5,8,6,5,1,0,2,1,1,1,1,2,1,1,142,2023-09-08 18:26:46,131
996,971,1045,943,111,43,154,46,47,46,128,44,13,56,54,40,40,71,27,27,1,28,28,26,26,26,26,26,14,6,5,8,6,2,5,0,2,0,1,1,1,2,1,1,43,2023-09-08 18:28:46,4
990,971,1220,872,72,36,56,37,38,37,47,36,11,15,18,26,26,46,10,10,0,9,9,9,9,9,9,9,9,10,5,0,0,1,1,0,0,1,0,0,0,0,0,1,26,2023-09-08 18:30:46,2
1023,1004,978,898,90,34,107,36,38,36,89,33,16,71,37,35,33,55,19,19,2,19,19,18,18,18,18,18,7,8,5,9,6,3,0,0,2,1,1,1,1,2,1,1,38,2023-09-08 18:32:46,3
1253,1237,1070,879,198,35,819,37,36,37,683,35,12,45,341,25,25,173,207,207,1,207,206,136,136,136,135,135,6,3,5,1,6,2,0,0,2,1,1,1,1,2,1,0,28,2023-09-08 18:34:46,10
1062,1051,1222,874,76,22,96,40,41,40,80,39,7,30,40,37,37,39,25,25,0,25,24,16,16,16,16,16,8,1,5,0,0,1,2,0,0,1,0,0,0,0,0,2,37,2023-09-08 18:36:46,7
995,970,1008,904,112,53,162,53,53,53,135,53,13,56,61,32,32,80,35,35,2,35,34,27,27,27,27,27,9,12,5,8,6,0,1,0,2,0,1,1,1,2,1,1,35,2023-09-08 18:38:46,8
1036,1012,1240,859,113,45,144,40,40,40,120,37,30,30,55,40,40,73,31,31,6,31,31,24,24,24,24,24,11,6,5,8,6,4,0,0,2,1,1,1,1,2,1,1,43,2023-09-08 18:40:46,8
1012,989,1008,939,79,30,90,37,38,37,75,37,13,71,36,34,34,45,21,21,3,21,21,15,15,15,15,15,10,6,5,8,6,0,2,0,2,1,1,1,1,2,1,1,38,2023-09-08 18:42:46,3
928,919,965,911,60,18,36,20,21,20,30,19,5,30,16,35,26,25,11,11,0,11,10,6,6,6,6,6,5,3,5,0,0,1,1,0,0,1,0,0,0,0,0,1,35,2023-09-08 18:44:46,10
1062,1040,1190,855,63,26,71,33,36,33,59,30,5,45,32,21,21,42,19,19,1,20,20,12,12,12,12,12,7,9,5,9,6,3,3,0,2,1,1,1,1,2,1,3,24,2023-09-08 18:46:46,5
961,941,1059,996,70,22,79,26,26,26,66,25,6,56,29,34,34,36,17,17,2,16,16,13,13,13,13,13,6,9,5,8,6,1,1,0,2,0,1,1,1,2,1,0,37,2023-09-08 18:48:46,6
983,968,1347,998,65,19,66,22,22,22,55,21,3,30,23,34,30,31,14,14,1,14,13,11,11,11,10,10,7,11,5,6,6,1,0,0,2,1,1,1,1,2,1,0,37,2023-09-08 18:50:46,7
996,986,333,292,54,22,30,25,25,25,25,23,18,56,14,25,25,29,9,9,0,10,9,5,5,5,5,5,11,2,5,0,0,2,0,0,0,1,0,0,0,0,0,0,26,2023-09-08 18:52:46,3
932,919,67,0,73,25,60,25,27,24,50,24,8,45,22,38,38,35,14,14,1,13,12,10,10,10,10,10,5,5,5,5,6,0,1,0,2,1,1,1,1,2,1,3,41,2023-09-08 18:54:46,5
1048,1036,324,0,48,18,72,21,20,21,60,20,6,45,30,16,16,33,20,20,0,19,18,12,12,12,12,12,4,1,5,9,6,2,1,0,2,1,1,1,1,2,1,0,19,2023-09-08 18:56:46,3
963,954,51,0,57,15,126,18,19,19,105,18,3,56,44,20,20,36,23,23,0,24,23,21,21,21,21,21,7,4,5,7,6,0,1,0,2,0,1,1,1,2,1,1,23,2023-09-08 18:58:46,2
985,953,386,0,103,48,12,59,59,59,10,44,22,15,5,47,25,56,3,3,12,3,3,2,2,2,2,2,6,13,5,0,0,6,0,0,0,1,0,0,0,0,0,2,47,2023-09-08 19:00:46,27
988,975,62,0,78,34,46,37,37,37,38,32,19,71,17,31,31,47,9,9,0,9,9,8,8,8,8,8,11,4,5,5,6,5,3,0,2,1,1,1,1,2,1,0,34,2023-09-08 19:02:46,0
946,928,60,4,68,27,56,28,30,28,47,26,6,45,21,30,29,38,12,12,2,12,12,9,9,9,9,9,9,7,5,9,6,2,3,0,2,1,1,1,1,2,1,4,33,2023-09-08 19:04:46,6
1060,1036,1284,940,73,29,54,26,27,26,45,25,8,45,22,34,32,39,17,17,1,17,13,9,9,9,9,9,9,7,5,8,6,1,2,0,2,1,1,1,1,2,1,1,37,2023-09-08 19:06:46,10
936,924,965,930,50,19,24,20,20,20,20,19,11,41,8,24,24,26,4,4,1,4,4,4,4,4,4,4,12,2,5,0,0,1,1,0,0,0,0,0,0,0,0,0,24,2023-09-08 19:08:46,6
962,942,1202,881,60,34,0,47,49,47,0,38,30,30,0,16,16,44,0,0,4,0,0,0,0,0,0,0,11,6,5,9,6,9,1,0,2,1,1,1,1,2,1,3,19,2023-09-08 19:10:46,3
1048,1001,1101,889,301,181,66,132,132,132,55,54,248,71,25,30,30,271,15,15,17,15,14,11,11,11,11,11,11,4,5,8,6,79,2,0,2,1,1,1,1,2,1,1,33,2023-09-08 19:12:46,7
949,933,914,859,62,27,66,77,77,77,55,77,9,45,25,24,24,38,14,14,1,14,14,11,11,11,11,11,8,10,5,8,6,0,0,0,2,1,1,1,1,2,1,0,27,2023-09-08 19:14:46,0
1029,1014,1201,874,51,24,30,24,25,24,25,23,5,30,10,19,19,32,5,5,1,5,5,5,5,5,5,5,3,7,5,0,0,1,2,0,0,1,0,0,0,0,0,1,19,2023-09-08 19:16:46,3
950,932,944,900,59,24,42,28,29,28,35,28,12,56,14,27,25,32,7,7,0,7,7,7,7,7,7,7,15,6,5,8,6,0,2,0,2,0,1,1,1,2,1,2,30,2023-09-08 19:18:46,6
956,944,1255,890,114,73,24,95,95,95,20,68,88,30,8,10,10,104,4,4,3,4,4,4,4,4,4,4,4,5,5,8,6,27,0,0,2,1,1,1,1,2,1,0,13,2023-09-08 19:20:46,0
998,979,972,933,48,29,30,31,31,31,25,31,5,71,10,13,13,35,5,5,2,5,5,5,5,5,5,5,9,13,5,3,6,0,0,0,2,1,1,1,1,2,1,1,16,2023-09-08 19:22:46,2
923,909,951,922,34,18,6,95,95,95,5,94,10,30,4,14,14,20,3,3,0,3,3,1,1,1,1,1,4,8,5,0,0,1,1,0,0,1,0,0,0,0,0,0,14,2023-09-08 19:24:46,0
1028,1010,1205,878,50,27,18,25,25,25,15,24,10,45,6,19,19,31,3,3,1,3,3,3,3,3,3,3,4,9,5,9,6,1,0,0,2,1,1,1,1,2,1,0,22,2023-09-08 19:26:46,2
937,917,1033,988,56,30,24,34,35,34,20,32,9,56,8,18,18,38,4,4,1,4,4,4,4,4,4,4,7,9,5,8,6,2,2,0,2,0,1,1,1,2,1,3,21,2023-09-08 19:28:46,5
948,934,1344,1028,40,26,6,27,27,27,5,27,10,30,2,13,13,27,1,1,2,1,1,1,1,1,1,1,6,6,5,6,6,0,0,0,2,1,1,1,1,2,1,0,16,2023-09-08 19:30:46,2
991,975,307,257,60,32,18,31,31,31,15,28,7,56,6,24,24,36,3,3,1,3,3,3,3,3,3,3,12,8,5,0,0,1,1,0,0,1,0,0,0,0,0,1,24,2023-09-08 19:32:46,1
928,920,38,0,45,15,24,16,16,16,20,16,10,45,10,26,26,19,6,6,2,6,6,4,4,4,4,4,8,0,5,8,6,0,0,0,2,1,1,1,1,2,1,0,29,2023-09-08 19:34:46,4
1050,1028,344,0,70,39,60,38,38,38,50,37,21,45,21,20,20,50,11,11,2,11,11,10,10,10,10,10,6,8,5,3,6,1,1,0,2,1,1,1,1,2,1,2,23,2023-09-08 19:36:46,4
944,928,46,0,59,30,30,31,31,31,25,29,3,26,10,20,21,38,5,5,1,5,5,5,5,5,5,5,10,10,5,0,0,2,1,0,0,0,0,0,0,0,0,0,20,2023-09-08 19:38:46,3
955,938,311,0,43,20,12,22,24,22,10,21,11,45,4,21,20,23,2,2,3,2,2,2,2,2,2,2,12,4,5,7,6,1,2,0,2,1,1,1,1,2,1,4,24,2023-09-08 19:40:46,4
1010,992,63,0,74,34,60,36,36,36,50,35,10,71,21,28,28,46,11,11,2,11,11,10,10,10,10,10,11,7,5,7,6,2,0,0,2,1,1,1,1,2,1,0,31,2023-09-08 19:42:46,4
926,911,41,3,42,24,12,25,25,25,10,25,6,45,4,16,16,26,2,2,1,2,2,2,2,2,2,2,4,9,5,8,6,0,0,0,2,1,1,1,1,2,1,0,19,2023-09-08 19:44:46,0
1039,1023,1263,933,53,25,48,24,25,24,40,23,12,30,21,19,19,34,13,13,1,13,13,8,8,8,8,8,4,2,5,0,0,1,2,0,0,1,0,0,0,0,0,1,19,2023-09-08 19:46:46,4
